/people/person/gender
/people/person/place_of_birth
/people/person/profession
/people/person/nationality
/people/person/education|/education/education/institution
/people/person/places_lived|/people/place_lived/location
/people/deceased_person/place_of_death
/people/person/religion
/organization/organization/headquarters|/location/mailing_address/citytown
/people/family_member/family|/people/family/members
/people/person/parents
/people/deceased_person/cause_of_death
/people/person/ethnicity
/organization/organization/headquarters/location/mailing_address/postal_code|/location/postal_code/country
/organization/organization/headquarters|/location/mailing_address/state_province_region
/people/person/employment_history|/business/employment_tenure/company
/people/person/spouse_s|/people/marriage/spouse
/people/person/sibling_s|/people/sibling_relationship/sibling
/business/business_operation/industry
/organization/organization/board_members|/organization/organization_board_membership/member
/organization/organization/parent|/organization/organization_relationship/parent
/people/person/employment_history|/business/employment_tenure/title
/organization/organization_founder/organizations_founded
/organization/organization/sectors
/organization/organization/geographic_scope
/organization/membership_organization/members|/organization/organization_membership/member
/organization/organization/leadership|/organization/leadership/person
/people/person/languages
/organization/organization/place_founded
/people/deceased_person/place_of_burial
/organization/organization/legal_structure
/people/family_member/family
/organization/organization/organization_type
/people/ethnicity/geographic_distribution
/people/ethnicity/included_in_group
/organization/organization/advisors
/people/cause_of_death/parent_cause_of_death
/people/profession/specialization_of
/people/profession/specializations
/business/industry/parent_industry
/organization/organization/partnerships
/people/family_name/people_with_this_family_name
/people/deceased_person/place_of_cremation
/business/consumer_product/brand
/people/profession/part_of_professional_field
/business/brand/parent_brand
/people/chinese_ethnic_group/autonomous_prefectures
/business/defunct_company/reason_for_ceasing_operations
/people/family/founder
/people/chinese_ethnic_group/autonomous_counties
/business/business_location/parent_company
/organization/organization/locations
/business/consumer_product/product_line
/business/business_location/in_shopping_center
/business/product_line/brand
/business/product_line/parent_product_line
/people/profession/corresponding_type
/organization/organization/committees
/business/product_with_ingredients/ingredients
/people/profession/represented_by_trade_unions
/business/consumer_product/category
/business/product_line/category
/business/product_ingredient/derived_from
/people/american_indian_group/us_indian_reservations
/people/chinese_ethnic_group/autonomous_regions
/people/family/rise_to_prominence
/organization/club_interest/clubs
/business/product_line/themes
/business/competitive_space/related_industries
/business/consumer_product/themes
/business/business_operation/major_customer
/business/customer/supplier
/business/product_line/category
/business/industry/trade_unions
/organization/organization/companies_acquired|/business/acquisition/company_acquired
actorStarredInMovie
athleteCoach
athleteHomeStadium
athletePlaysForTeam
athletePlaysInLeague
athletePlaysSport
bookWriter
ceoOf
coachesInLeague
coachesTeam
competesWith
hasOfficeInCountry
leagueStadiums
musicArtistGenre
musicianInMusicArtist
musicianPlaysInstrument
newspaperInCity
radioStationInCity
sportUsesEquipment
sportUsesStadium
teamHomeStadium
teammate
teamPlaysAgainstTeam
teamPlaysInCity
teamPlaysInLeague
teamPlaysSport
televisionStationAffiliatedWith
televisionStationInCity
visualArtistArtForm
visualArtistArtMovement
