0,16,18
1,15,16
2,9,11
3,15,16
4,12,13
5,12,13
6,15,16
7,12,13
8,17,19
9,16,18
10,10,11
11,8,9
12,12,15
13,12,13
14,16,18
15,15,18
16,14,14
17,15,16
18,12,14
19,12,14
20,6,6
21,6,6
22,5,5
23,5,5
24,6,6
25,8,8
26,5,5
27,5,5
28,5,5
29,5,5
30,9,9
31,5,5
32,5,5
33,6,6
34,7,7
35,7,7
36,5,5
37,5,5
38,9,9
39,6,6
40,6,6
41,5,5
42,5,5
43,5,5
44,6,6
45,5,5
46,6,6
47,5,5
48,6,6
49,5,5
50,5,5
51,6,6
52,5,6
53,10,10
54,5,5
55,6,6
56,5,5
57,4,5
58,5,5
59,5,5
60,5,5
61,5,5
62,5,5
63,5,5
64,6,6
65,4,5
66,6,6
67,5,5
68,6,6
69,5,5
70,5,5
71,5,5
72,5,5
73,6,6
74,7,7
75,5,5
76,5,5
77,5,5
78,5,5
79,6,6
80,5,5
81,5,5
82,5,5
83,7,7
84,5,5
85,6,6
86,7,7
87,6,6
88,6,6
89,5,5
90,5,5
91,4,5
92,9,9
93,7,7
94,6,6
95,5,5
96,6,6
97,5,5
98,5,5
99,4,5
100,7,7
101,7,7
102,6,6
103,6,6
104,5,5
105,5,5
106,5,5
107,6,6
108,6,6
109,7,7
110,5,6
111,6,6
112,6,6
113,5,5
114,5,5
115,9,9
116,5,5
117,6,6
118,5,5
119,5,5
120,5,5
121,5,5
122,7,7
123,6,6
124,5,5
125,7,7
126,7,7
127,5,5
128,6,6
129,6,6
130,6,6
131,7,7
132,4,5
133,5,6
134,5,5
135,5,5
136,6,6
137,5,5
138,5,5
139,6,6
140,6,7
141,5,6
142,6,6
143,7,7
144,5,5
145,5,5
146,5,5
147,5,5
148,6,6
149,6,6
150,5,6
151,5,5
152,5,5
153,6,6
154,7,7
155,5,5
156,5,5
157,7,7
158,5,5
159,6,6
160,5,5
161,6,6
162,6,6
163,8,8
164,5,5
165,5,5
166,8,8
167,5,5
168,5,5
169,5,5
170,5,5
171,6,6
172,6,6
173,7,7
174,5,5
175,6,6
176,6,6
177,5,5
178,6,6
179,6,6
180,6,6
181,5,5
182,5,5
183,5,5
184,5,5
185,7,7
186,5,5
187,5,5
188,6,6
189,6,6
190,5,5
191,5,5
192,6,6
193,6,6
194,5,5
195,6,6
196,5,5
197,6,6
198,8,8
199,5,5
200,5,5
201,6,6
202,5,5
203,5,5
204,7,7
205,5,5
206,5,5
207,5,5
208,5,5
209,5,5
210,5,5
211,5,5
212,6,6
213,5,5
214,7,7
215,5,5
216,5,5
217,6,6
218,5,5
219,5,5
220,5,5
221,5,5
222,5,5
223,5,5
224,7,7
225,6,6
226,5,5
227,5,5
228,5,5
229,7,7
230,7,7
231,6,6
232,7,7
233,5,5
234,6,6
235,7,7
236,6,6
237,5,5
238,5,5
239,6,6
240,4,5
241,5,5
242,5,5
243,6,6
244,5,5
245,5,5
246,6,6
247,5,5
248,6,6
249,5,5
250,8,8
251,6,6
252,6,6
253,6,6
254,5,5
255,5,5
256,6,6
257,5,5
258,5,5
259,6,6
260,13,13
261,6,6
262,6,6
263,5,5
264,6,6
265,6,6
266,5,5
267,5,5
268,5,5
269,6,6
270,5,5
271,6,6
272,5,5
273,7,7
274,5,5
275,5,5
276,5,5
277,5,5
278,6,6
279,5,5
280,5,5
281,6,6
282,7,7
283,6,6
284,5,5
285,5,5
286,5,5
287,5,5
288,5,5
289,5,5
290,5,5
291,5,5
292,5,5
293,6,6
294,5,5
295,6,6
296,5,5
297,6,6
298,5,5
299,6,6
300,7,7
301,5,5
302,6,6
303,6,6
304,5,5
305,6,6
306,6,6
307,6,6
308,6,6
309,5,5
310,6,6
311,5,5
312,6,6
313,6,6
314,5,5
315,6,6
316,6,6
317,6,6
318,5,5
319,6,6
320,6,6
321,6,6
322,5,5
323,6,6
324,5,5
325,5,5
326,6,6
327,6,6
328,5,5
329,5,5
330,7,7
331,6,6
332,6,6
333,7,7
334,5,5
335,5,5
336,5,5
337,6,6
338,6,13
339,9,14
340,5,5
341,5,5
342,5,5
343,6,6
344,6,6
345,5,5
346,7,7
347,6,6
348,5,5
349,6,6
350,5,5
351,5,5
352,5,5
353,5,5
354,6,6
355,5,5
356,7,7
357,7,7
358,6,6
359,6,6
360,7,7
361,9,9
362,6,6
363,5,5
364,5,5
365,5,6
366,5,5
367,5,5
368,5,5
369,5,5
370,6,6
371,5,5
372,5,5
373,7,7
374,7,7
375,6,6
376,7,7
377,6,6
378,6,6
379,6,6
380,5,5
381,6,6
382,7,7
383,5,5
384,5,5
385,5,5
386,7,7
387,5,5
388,8,8
389,5,5
390,7,7
391,6,6
392,6,6
393,6,6
394,5,5
395,4,5
396,5,5
397,5,5
398,6,6
399,5,5
400,7,7
401,12,12
402,6,6
403,5,5
404,5,5
405,6,6
406,6,6
407,6,6
408,6,6
409,5,5
410,5,5
411,5,5
412,6,6
413,6,6
414,5,5
415,7,7
416,5,5
417,5,5
418,5,5
419,5,5
420,5,5
421,6,6
422,6,6
423,6,6
424,5,5
425,6,6
426,7,7
427,6,6
428,6,6
429,6,6
430,5,5
431,5,5
432,15,15
433,8,8
434,6,6
435,6,6
436,5,5
437,5,5
438,5,5
439,6,6
440,6,6
441,6,6
442,6,6
443,6,6
444,5,5
445,7,7
446,5,5
447,5,5
448,5,5
449,5,5
450,5,5
451,5,5
452,6,6
453,6,6
454,5,5
455,5,5
456,5,5
457,6,6
458,5,5
459,5,5
460,6,6
461,5,5
462,5,5
463,5,5
464,6,6
465,5,5
466,5,5
467,7,7
468,5,5
469,7,7
470,5,5
471,6,6
472,5,5
473,5,5
474,5,5
475,5,5
476,5,5
477,6,6
478,8,8
479,6,6
480,7,7
481,7,7
482,5,5
483,6,6
484,6,6
485,5,5
486,7,7
487,6,6
488,5,5
489,7,7
490,7,7
491,5,5
492,5,5
493,6,6
494,5,5
495,5,5
496,5,5
497,6,6
498,6,6
499,6,6
500,5,5
501,7,7
502,6,6
503,5,5
504,6,6
505,5,5
506,5,5
507,5,5
508,5,5
509,5,5
510,5,5
511,5,5
512,5,5
513,6,6
514,5,5
515,7,7
516,8,8
517,6,6
518,5,5
519,5,5
520,5,5
521,6,6
522,5,5
523,6,6
524,5,5
525,5,5
526,5,5
527,5,5
528,5,5
529,5,5
530,5,5
531,5,5
532,6,6
533,5,5
534,5,5
535,6,6
536,5,5
537,5,5
538,5,5
539,5,5
540,5,5
541,5,5
542,5,5
543,5,5
544,5,5
545,6,6
546,5,5
547,5,5
548,5,5
549,5,5
550,5,5
551,7,7
552,6,6
553,5,5
554,7,7
555,6,6
556,6,6
557,5,5
558,6,6
559,5,5
560,5,5
561,6,6
562,6,6
563,6,6
564,5,5
565,5,5
566,6,6
567,5,5
568,5,5
569,6,6
570,5,5
571,5,5
572,5,5
573,5,5
574,6,6
575,5,5
576,5,5
577,5,5
578,6,6
579,5,5
580,5,5
581,5,5
582,5,5
583,6,6
584,5,5
585,7,7
586,5,5
587,5,5
588,6,6
589,7,7
590,5,5
591,6,6
592,6,6
593,5,5
594,6,6
595,5,5
596,5,5
597,6,6
598,6,6
599,6,6
600,6,6
601,7,7
602,7,7
603,7,7
604,5,5
605,5,5
606,5,5
607,5,5
608,5,5
